player_id,event_date,play_time,matches_played,avg_score,is_churn
P00090,2023-01-15,301,15,58.349967649191626,0
P00091,2023-03-13,275,33,66.7367553718466,0
P00092,2023-03-19,230,27,64.08014645118533,0
P00093,2023-03-28,371,36,78.1734600575341,0
P00094,2023-03-03,310,24,85.76509511123356,1
P00095,2023-02-09,408,28,79.48186023341783,0
P00096,2023-03-26,347,26,67.98807538353337,0
P00097,2023-03-21,327,30,71.81021697661447,0
P00098,2023-03-23,278,33,61.07148743431699,0
P00099,2023-02-22,245,18,61.83837483218159,0
P00100,2023-01-24,289,38,83.46049714924693,1
P00101,2023-01-26,243,36,89.44112203131255,0
P00102,2023-03-30,332,23,67.85231471190433,0
P00103,2023-03-01,381,25,75.4811882013253,0
P00104,2023-02-10,286,36,82.2052376000127,1
P00105,2023-01-29,347,37,58.361577981611504,0
P00106,2023-01-15,265,32,64.51313388364403,1
P00107,2023-02-14,284,32,94.93635485244585,0
P00108,2023-03-06,259,31,65.42283502110593,0
P00109,2023-03-30,193,14,71.38165690580843,0
P00110,2023-03-12,298,25,68.97065639603969,0
P00111,2023-01-09,306,37,55.052206421100266,0
P00112,2023-03-29,353,33,75.82722538504417,0
P00113,2023-01-01,339,26,74.74748375701132,0
P00114,2023-01-08,340,39,76.80851214420123,0
P00115,2023-03-29,251,20,74.15424442651984,0
P00116,2023-03-04,322,22,70.40139059011808,0
P00117,2023-01-11,379,38,69.82727799647944,1
P00118,2023-03-22,318,21,69.9982397084004,0
P00119,2023-01-08,391,27,65.11310281153075,1
P00120,2023-02-04,400,35,66.66195387612692,0
P00121,2023-02-04,286,29,65.28086320269642,0
P00122,2023-02-02,265,26,80.73410493895234,1
P00123,2023-01-05,261,22,78.06102570458012,0
P00124,2023-02-10,224,37,75.27133848181838,0
P00125,2023-01-28,274,20,94.4226521085992,0
P00126,2023-01-07,360,30,65.74304690055574,0
P00127,2023-03-14,189,28,86.18776815253297,1
P00128,2023-03-13,248,31,72.39969825512229,1
P00129,2023-01-12,293,27,76.57164684940264,0
P00130,2023-02-03,256,27,81.71136231460783,0
P00131,2023-02-02,273,31,70.22463462308055,1
P00132,2023-02-17,274,40,64.43302161826384,0
P00133,2023-01-23,287,39,66.08224168974994,0
P00134,2023-03-03,263,32,53.93716182966434,0
P00135,2023-03-29,259,35,81.06796157321286,0
P00136,2023-02-06,346,35,80.82739626660118,1
P00137,2023-04-09,352,29,90.83650556092384,0
P00138,2023-02-13,230,33,79.14928909068709,0
P00139,2023-03-27,162,26,81.55224747426361,0
P00140,2023-04-01,353,27,74.18453644130643,1
P00141,2023-02-04,238,27,79.64879220816044,0
P00142,2023-03-06,310,24,85.89592933659921,1
P00143,2023-04-09,221,26,76.81472216858641,1
P00144,2023-02-16,364,20,69.7876844216125,0
P00145,2023-03-19,427,25,72.79773765438479,0
P00146,2023-01-03,309,26,82.51863603233502,0
P00147,2023-01-01,295,31,70.08736593724169,1
P00148,2023-01-05,283,36,83.89066326171152,1
P00149,2023-03-31,339,24,94.08597871690698,0
P00150,2023-01-14,328,29,84.01462134831806,0
P00151,2023-01-27,350,26,82.47135903208746,0
P00152,2023-01-09,268,30,78.47632261057504,1
P00153,2023-03-20,317,22,67.2313051641782,0
P00154,2023-01-15,272,31,66.32418033963587,0
P00155,2023-03-31,247,27,66.2237760985051,0
P00156,2023-02-11,297,23,80.54732068848558,0
P00157,2023-03-18,253,30,71.1053711271293,0
P00158,2023-02-20,358,30,74.710076080813,0
P00159,2023-03-04,256,22,79.18656430652865,0
P00160,2023-04-06,318,32,66.5957871174143,0
P00161,2023-02-21,269,22,69.98076200372007,1
P00162,2023-04-06,313,33,78.22882801629237,0
P00163,2023-01-04,273,38,72.09146130890663,0
P00164,2023-04-04,237,27,73.02548968442404,0
P00165,2023-01-23,324,32,64.67344983703276,0
P00166,2023-01-15,288,30,73.16088482651267,0
P00167,2023-02-12,314,22,91.5216997786785,1
P00168,2023-01-29,278,21,70.53647494799053,0
P00169,2023-02-05,233,24,63.52989184955918,0
P00170,2023-01-13,354,24,84.58136157611405,0
P00171,2023-02-01,336,30,80.23354931841627,0
P00172,2023-03-12,271,25,77.12618442517609,0
P00173,2023-02-28,303,30,61.81358034167499,1
P00174,2023-03-27,352,38,63.2338631680193,0
P00175,2023-01-28,277,29,59.62681150202979,0
P00176,2023-03-07,284,31,79.31531501150448,1
P00177,2023-02-11,312,27,85.19868928501731,0
P00178,2023-02-14,277,26,79.65267606772146,0
P00179,2023-03-03,342,24,94.49902397716664,0
P00180,2023-02-26,291,31,70.5809633683459,0
P00181,2023-01-06,260,34,71.76330558665163,0
P00182,2023-01-28,330,30,76.06561891394878,1
P00183,2023-01-28,242,28,72.70501584256685,1
P00184,2023-02-13,400,21,79.9871090984981,1
P00185,2023-03-25,379,21,68.60379061061278,0
P00186,2023-01-30,325,32,61.052756550575026,1
P00187,2023-03-03,321,38,57.106594210084154,0
P00188,2023-03-16,319,26,79.80512623765372,0
P00189,2023-04-02,275,40,69.7408887939054,0
P00190,2023-03-30,314,27,63.304590195488245,0
P00191,2023-03-03,253,33,68.80940930000783,1
P00192,2023-04-07,325,40,94.52531902595453,0
P00193,2023-01-01,343,26,63.89106607163804,1
P00194,2023-01-27,281,31,82.27191530349802,0
P00195,2023-03-03,270,35,79.2109357144915,0
P00196,2023-03-18,239,28,88.41432818013138,0
P00197,2023-01-03,372,28,73.76907128385861,0
P00198,2023-03-11,274,20,59.3965560156931,1
P00199,2023-03-13,290,30,84.92545304780762,0
P00200,2023-01-27,315,24,72.5017768488721,1
P00201,2023-01-09,314,29,87.74463129811951,0
P00202,2023-03-03,337,33,83.15968893311694,0
P00203,2023-02-06,281,25,84.95869592380632,0
P00204,2023-04-07,243,30,98.68481709325381,1
P00205,2023-02-20,234,24,77.81998044895958,0
P00206,2023-02-13,271,31,89.42855069811284,0
P00207,2023-01-24,252,26,70.95154465970292,0
P00208,2023-03-20,284,22,80.4071139666567,0
P00209,2023-02-28,365,38,69.97729280428136,0
P00210,2023-02-01,281,30,79.7923983905763,0
P00211,2023-04-06,281,29,78.74805497273437,0
P00212,2023-03-29,299,27,54.3943345649392,0
P00213,2023-02-21,279,41,68.88272106343213,0
P00214,2023-03-03,296,33,77.30315704872343,0
P00215,2023-02-27,327,35,52.4260701778902,0
P00216,2023-02-21,344,32,74.04155629294814,0
P00217,2023-01-12,350,31,85.08470289839616,0
P00218,2023-02-08,402,30,88.00246483225706,0
P00219,2023-01-02,328,28,67.17555286321569,0
P00220,2023-01-03,411,23,88.64406173547867,0
P00221,2023-02-25,261,31,87.08116513169598,0
P00222,2023-03-22,404,27,53.52109302761136,0
P00223,2023-02-28,280,26,76.15791912984324,0
P00224,2023-01-02,285,33,77.26429211211968,1
P00225,2023-01-02,294,24,90.18795217892742,0
P00226,2023-04-02,289,30,77.86384960925076,0
P00227,2023-02-23,304,28,88.9373103960805,0
P00228,2023-03-28,270,30,67.19218314602902,0
P00229,2023-04-06,341,27,59.01950746601136,0
P00230,2023-04-07,272,24,68.52161812377894,1
P00231,2023-01-01,332,27,90.76988436680315,0
P00232,2023-01-19,376,33,84.25919380006447,1
P00233,2023-01-02,282,28,98.2246143364015,0
P00234,2023-02-22,339,29,60.56670554589863,1
P00235,2023-02-13,327,33,85.41321979693562,1
P00236,2023-03-31,412,33,82.54866199773421,0
P00237,2023-02-01,274,28,72.14683262837039,0
P00238,2023-03-11,339,29,82.75927591662725,0
P00239,2023-02-01,218,23,76.39964810923485,1
P00240,2023-03-09,275,33,79.60307515541501,0
P00241,2023-02-24,317,33,81.80549931003583,0
P00242,2023-03-16,369,35,84.80109295255059,0
P00243,2023-02-25,238,37,75.86811666160403,0
P00244,2023-01-17,339,33,92.77336054612869,1
P00245,2023-02-07,296,35,72.84274675104881,0
P00246,2023-01-24,223,29,93.83757620688135,0
P00247,2023-03-10,309,39,63.72156071557582,0
P00248,2023-04-08,385,25,65.14940475320732,0
P00249,2023-03-11,243,39,65.73489734644176,1
P00250,2023-03-27,294,32,84.56860781725683,1
P00251,2023-01-11,250,35,66.94538480692795,0
P00252,2023-01-16,276,30,89.90125360603547,0
P00253,2023-04-07,371,39,69.73526289127138,1
P00254,2023-03-14,286,24,78.99285698248379,0
P00255,2023-02-28,370,33,81.40087525436735,0
P00256,2023-03-11,355,34,64.84255676900678,0
P00257,2023-03-21,281,42,61.09226563230295,0
P00258,2023-04-03,274,22,77.82883200034179,0
P00259,2023-01-03,255,33,72.22758369767536,1
P00260,2023-01-20,253,38,79.98449007884204,0
P00261,2023-02-28,317,26,61.5434192069536,0
P00262,2023-02-05,299,29,71.43242832094217,0
P00263,2023-01-19,268,34,73.18162358408098,1
P00264,2023-03-31,222,23,50.625302635594075,0
P00265,2023-03-08,305,31,84.95457270957166,0
P00266,2023-01-19,276,29,67.42558154883908,0
P00267,2023-01-20,290,29,89.9916134167259,1
P00268,2023-04-06,315,35,68.07169282085857,0
P00269,2023-03-12,174,30,69.78673264007048,0
P00270,2023-02-21,223,29,62.58087881439522,0
P00271,2023-02-02,414,34,86.46612731088595,0
P00272,2023-02-09,274,25,79.54161849510199,1
P00273,2023-02-08,174,23,89.00135711132506,0
P00274,2023-03-23,227,34,72.92651006561654,0
P00275,2023-01-01,424,26,74.58284253216921,0
P00276,2023-01-11,264,23,58.17986768229671,0
P00277,2023-04-02,357,31,68.7595562313049,0
P00278,2023-02-26,306,34,76.70498654767289,1
P00279,2023-03-30,275,35,78.87200837466406,0
P00280,2023-02-19,338,24,93.23937473305267,0
P00281,2023-01-23,180,26,56.49052843757747,1
P00282,2023-01-31,227,20,77.29454750803878,0
P00283,2023-04-04,275,33,71.23762723902693,0
P00284,2023-02-11,232,33,75.75503593238282,0
P00285,2023-04-09,270,26,76.02716251310227,1
P00286,2023-01-07,342,25,73.08815437749766,0
P00287,2023-01-16,306,29,63.6689208186654,0
P00288,2023-03-31,366,32,61.81222809493835,0
P00289,2023-03-01,309,21,72.35088215203507,0
P00290,2023-01-02,349,30,60.793825029850424,0
P00291,2023-01-01,296,25,73.87095720865116,0
P00292,2023-02-17,270,30,72.46630557861076,0
P00293,2023-01-12,374,37,50.49964698290133,0
P00294,2023-03-10,264,34,94.33613076172531,1
P00295,2023-02-06,317,29,75.7725766614592,0
P00296,2023-02-01,338,31,50.626098598254615,0
P00297,2023-01-09,342,34,77.47132932208854,0
P00298,2023-04-09,241,31,72.9661068064847,0
P00299,2023-01-19,352,34,61.8223431027933,0
P00300,2023-02-17,251,28,78.09302940774259,0
P00301,2023-03-21,340,47,65.57846144810398,0
P00302,2023-01-03,326,26,76.93032628832448,0
P00303,2023-01-20,340,36,67.98490326610829,0
P00304,2023-01-24,239,26,65.94420882520015,0
P00305,2023-02-23,329,33,74.84466151964581,0
P00306,2023-02-02,354,28,58.77907021829532,0
P00307,2023-01-24,309,38,74.17462774389884,0
P00308,2023-03-16,259,23,81.57253778012989,1
P00309,2023-03-13,345,44,87.70610790735542,1
P00310,2023-02-05,305,26,85.88568213994142,0
P00311,2023-02-07,216,26,88.53330515855326,0
P00312,2023-03-25,255,40,70.45285973770385,0
P00313,2023-04-09,273,37,64.7536424849519,0
P00314,2023-03-30,375,32,83.1535636160354,1
P00315,2023-04-09,366,25,69.83106659011764,0
P00316,2023-01-25,366,34,75.06262280260222,0
P00317,2023-04-03,311,29,82.4686701083538,1
P00318,2023-01-18,345,34,95.21097770387185,0
P00319,2023-03-23,242,20,80.28800510118049,0
P00320,2023-03-07,300,37,77.05102982450651,0
P00321,2023-02-23,322,22,63.78889116009632,0
P00322,2023-02-04,246,37,86.69355423558693,0
P00323,2023-03-21,310,31,79.08642860788106,1
P00324,2023-03-02,384,33,71.5285802983557,0
P00325,2023-02-10,327,25,70.49581645860572,0
P00326,2023-04-10,345,34,70.9313737905999,1
P00327,2023-02-02,177,30,75.43965202778243,0
P00328,2023-03-09,377,26,60.40992993529862,0
P00329,2023-02-02,290,26,87.18022804719644,0
P00330,2023-01-14,261,38,85.34673397305455,0
P00331,2023-01-21,291,32,73.32511648459541,0
P00332,2023-02-17,225,33,70.95350517129842,1
P00333,2023-01-20,352,36,74.76822295215139,0
P00334,2023-01-08,283,33,76.4656182558654,0
P00335,2023-01-07,263,34,71.99903303914581,0
P00336,2023-03-08,291,29,84.99085059982896,1
P00337,2023-01-17,355,36,60.75891828991434,0
P00338,2023-02-02,306,28,67.88063830065263,1
P00339,2023-02-17,229,30,82.75241991864058,0
P00340,2023-03-17,323,30,78.2427654247887,1
P00341,2023-02-28,253,27,68.20458749591623,1
P00342,2023-03-27,192,26,79.0046846669703,1
P00343,2023-01-22,374,28,67.07039554913572,0
P00344,2023-01-30,322,33,71.89884169220774,0
P00345,2023-02-07,296,30,85.43718945542453,0
P00346,2023-02-20,282,39,84.33083577065182,0
P00347,2023-02-23,369,29,77.88236757763924,1
P00348,2023-01-08,454,41,64.48850962746734,0
P00349,2023-01-27,322,30,71.22344849905231,0
P00350,2023-01-27,248,26,75.96465642809373,0
P00351,2023-04-08,292,38,89.55421388065267,0
P00352,2023-01-21,321,24,57.17630566357295,0
P00353,2023-01-30,182,32,66.2785595310014,0
P00354,2023-04-07,316,33,86.28603392122176,1
P00355,2023-01-28,321,33,88.60167077793996,0
P00356,2023-03-05,366,29,74.302862627222,0
P00357,2023-04-07,361,27,90.38400741223244,0
P00358,2023-03-10,305,32,67.6662884557857,1
P00359,2023-03-02,375,26,59.907605959363806,0
P00360,2023-02-17,401,27,82.90230275679127,0
P00361,2023-01-19,301,29,87.94704909612194,0
P00362,2023-01-04,320,31,87.78029191982128,0
P00363,2023-02-04,211,42,66.36555393787421,0
P00364,2023-03-05,227,29,76.99379862819,1
P00365,2023-02-18,258,26,83.39818046960043,0
P00366,2023-01-17,277,33,78.00977713231694,0
P00367,2023-02-13,245,32,89.46356709146143,0
P00368,2023-04-02,298,21,70.94954142798724,0
P00369,2023-01-30,279,26,74.29384189678491,0
P00370,2023-04-03,353,29,77.36190461505497,1
P00371,2023-02-15,276,29,83.32554139236201,0
P00372,2023-01-06,185,29,73.05540268798197,0
P00373,2023-04-09,306,30,84.27434143933408,0
P00374,2023-02-06,299,31,91.04624708054946,1
P00375,2023-01-24,256,35,69.81928847598329,0
P00376,2023-04-03,304,35,73.35340620290097,0
P00377,2023-02-15,246,28,84.67759591776154,0
P00378,2023-02-22,316,26,94.27528374137077,1
P00379,2023-04-05,431,37,81.35959285381121,0
P00380,2023-04-09,209,36,67.13763729965785,0
P00381,2023-03-01,274,32,76.98172269723118,1
P00382,2023-04-07,266,37,84.60193351765491,0
P00383,2023-03-04,278,26,66.87431432627127,0
P00384,2023-03-26,350,34,64.21619796660691,0
P00385,2023-02-01,327,30,71.55016983443711,0
P00386,2023-03-28,342,28,81.59633548438592,0
P00387,2023-02-02,301,33,61.30785754157948,1
P00388,2023-03-08,233,35,68.06921212328427,1
P00389,2023-01-18,244,29,77.73659885147339,1
P00390,2023-01-25,337,26,85.90518753648817,0
P00391,2023-04-05,308,34,77.90210743095436,0
P00392,2023-02-23,363,32,78.7468478393269,0
P00393,2023-02-27,314,27,85.0492171904976,0
P00394,2023-03-08,240,28,90.97257810476312,0
P00395,2023-02-15,273,35,89.85511886865473,0
P00396,2023-01-24,328,26,54.58638403932022,0
P00397,2023-02-01,335,27,75.98057912467877,0
P00398,2023-02-16,342,29,84.12515864418087,1
P00399,2023-03-27,247,23,91.9978673102124,0
P00400,2023-01-23,239,23,81.40986611185234,0
P00401,2023-03-07,290,25,66.40813702139549,0
P00402,2023-01-27,372,31,67.72987131563087,0
P00403,2023-01-02,265,38,68.00968239070585,0
P00404,2023-03-31,322,35,78.07518881250608,0
P00405,2023-01-17,322,31,70.20177948375546,0
P00406,2023-02-02,338,30,44.553378349268804,0
P00407,2023-01-09,383,23,63.217109860715624,1
P00408,2023-02-12,378,33,70.55750878480872,0
P00409,2023-02-17,270,38,61.37517510078456,0
P00410,2023-02-08,195,23,62.864705519091984,0
P00411,2023-04-03,266,35,95.50970630490696,0
P00412,2023-02-11,303,38,74.91378105835604,1
P00413,2023-01-26,281,34,71.13885290621508,0
P00414,2023-04-09,398,30,81.6734342772537,0
P00415,2023-02-19,300,24,86.46069422650385,0
P00416,2023-01-25,332,39,97.40615664455086,1
P00417,2023-01-24,310,19,92.05373018030109,0
P00418,2023-01-13,282,32,79.34808829625004,1
P00419,2023-03-01,203,31,59.67192099656794,0
P00420,2023-01-07,296,32,64.97517618593011,1
P00421,2023-02-26,462,26,70.98141553325186,1
P00422,2023-02-05,237,35,80.06563205069399,0
P00423,2023-02-14,209,32,75.94316521278431,0
P00424,2023-01-20,396,24,60.26973261421551,0
P00425,2023-03-06,337,27,58.48248972329482,0
P00426,2023-01-08,309,23,77.5900805358374,0
P00427,2023-01-16,368,31,76.20040550349421,0
P00428,2023-01-14,258,26,72.9012313238849,0
P00429,2023-03-17,294,37,79.82926054040092,0
P00430,2023-03-28,347,28,87.46812460894594,0
P00431,2023-01-15,405,23,78.10068936665823,0
P00432,2023-04-02,241,33,65.58349645202404,0
P00433,2023-04-08,364,24,94.15219635669948,1
P00434,2023-03-07,319,21,73.2369151737666,1
P00435,2023-02-01,308,32,75.49997632927527,1
P00436,2023-03-28,299,31,68.46341961673703,0
P00437,2023-03-04,230,36,64.25586451336717,0
P00438,2023-03-27,348,24,65.0700564642827,0
P00439,2023-02-20,260,35,62.87205752931442,0
P00440,2023-01-25,246,18,44.900589197760844,0
P00441,2023-02-27,344,41,73.43740274476565,0
P00442,2023-03-04,339,40,86.02348855495764,1
P00443,2023-03-03,303,34,65.15687566573303,0
P00444,2023-01-22,353,19,100.59487889452726,0
P00445,2023-02-27,371,23,88.86377807280607,1
P00446,2023-02-27,365,26,74.81776165529278,0
P00447,2023-03-27,273,28,63.889181782887164,0
P00448,2023-02-18,350,41,59.02902118720377,0
P00449,2023-02-21,310,28,73.86316324810896,1
P00450,2023-02-11,386,33,75.68120646848799,0
P00451,2023-03-11,293,31,72.95612885873558,0
P00452,2023-01-15,282,34,85.69323120292643,0
P00453,2023-02-23,269,30,89.9708209624022,0
P00454,2023-03-01,309,36,79.72673891553524,0
P00455,2023-04-07,323,30,80.26465973254551,0
P00456,2023-01-08,324,37,71.84444737807704,0
P00457,2023-02-22,317,28,74.95081924933375,0
P00458,2023-03-01,333,32,79.1163345340735,0
P00459,2023-01-05,288,30,71.83261837233869,0
P00460,2023-03-09,256,28,81.6084717079945,0
P00461,2023-01-06,252,37,64.43824284762212,0
P00462,2023-04-06,348,25,67.67797714700174,0
P00463,2023-04-04,323,34,64.53086903656214,0
P00464,2023-02-16,207,27,68.31377886024534,0
P00465,2023-04-09,354,26,72.12715774709997,1
P00466,2023-02-24,394,34,85.29091136687325,1
P00467,2023-02-09,264,27,75.41432181956992,0
P00468,2023-02-21,316,30,62.15692268214915,1
P00469,2023-01-16,276,30,60.98039532759774,0
P00470,2023-01-13,331,13,70.84002471082407,1
P00471,2023-01-30,241,20,83.34401029977899,0
P00472,2023-01-19,296,37,89.02976944794639,0
P00473,2023-01-17,349,41,59.09235003063807,0
P00474,2023-03-04,361,36,78.72352464470059,0
P00475,2023-01-19,321,33,70.98127538524075,0
P00476,2023-04-02,283,30,71.75779215076484,0
P00477,2023-02-27,220,34,64.35758121090473,0
P00478,2023-02-24,262,22,72.7993675254709,1
P00479,2023-03-31,276,35,63.90820540113038,0
P00480,2023-03-31,265,30,72.34149076515646,0
P00481,2023-03-03,302,37,86.4825784258454,1
P00482,2023-01-23,282,28,81.31237519989367,0
P00483,2023-01-09,308,35,94.13751610688979,1
P00484,2023-01-12,360,38,80.26357229701998,0
P00485,2023-01-01,279,32,76.74518069496808,0
P00486,2023-02-27,230,34,80.52895607512384,0
P00487,2023-01-01,264,30,67.24201830584693,0
P00488,2023-02-03,329,24,54.13971651239255,0
P00489,2023-04-06,333,37,82.96171151464071,0
P00490,2023-02-17,320,33,57.046709152629326,0
P00491,2023-03-30,365,26,86.21601055297582,0
P00492,2023-01-01,290,37,82.50813743341816,0
P00493,2023-01-16,402,30,66.5047885428956,0
P00494,2023-03-02,340,18,70.63910336877738,1
P00495,2023-03-05,173,18,74.88461393875866,0
P00496,2023-03-04,390,28,65.77828682579663,1
P00497,2023-03-10,261,27,80.4052018934897,0
P00498,2023-01-22,248,31,81.28669781582192,1
P00499,2023-04-03,326,20,60.570385598532624,0
P00500,2023-03-08,213,38,66.76890992884486,0
P00501,2023-03-17,265,35,74.63193154026972,0
P00502,2023-01-26,377,39,86.4058033097039,0
P00503,2023-01-16,327,29,81.52284995648029,0
P00504,2023-02-20,340,32,51.690816984740124,0
P00505,2023-03-27,267,26,72.08005822284173,0
P00506,2023-02-26,223,30,79.72673617003443,0
P00507,2023-01-29,335,37,67.00040182547045,0
P00508,2023-03-19,346,37,66.22587644601506,0
P00509,2023-04-02,344,22,67.53045317011697,0
P00510,2023-03-10,310,31,71.92022874908882,1
P00511,2023-02-16,251,37,65.2090657932358,0
P00512,2023-04-04,421,24,81.59930369727387,0
P00513,2023-03-03,323,28,66.3929853088801,0
P00514,2023-03-10,291,33,64.63841258018084,0
P00515,2023-03-17,291,34,71.01308099971074,0
P00516,2023-01-16,307,27,89.78916554047584,0
P00517,2023-03-31,353,37,80.25279868490783,1
P00518,2023-03-31,309,35,80.88863834450737,0
P00519,2023-02-17,342,27,77.86251271300776,0
P00520,2023-03-26,307,24,65.53019055467021,0
P00521,2023-02-08,294,28,68.59934216399476,0
P00522,2023-04-10,332,33,66.90004068946614,0
P00523,2023-02-02,330,25,85.91560001885296,0
P00524,2023-04-04,291,28,77.95336731282777,0
P00525,2023-01-23,262,33,58.326942973046286,0
P00526,2023-01-10,317,27,89.52653078384694,0
P00527,2023-03-10,303,22,71.6804856888874,1
P00528,2023-04-10,272,26,81.53378014520221,0
P00529,2023-02-03,257,24,85.52337940046418,0
P00530,2023-02-21,320,33,49.37931316543197,0
P00531,2023-04-05,327,25,79.54597707279945,0
P00532,2023-01-10,281,27,72.474239349573,1
P00533,2023-01-19,271,33,50.78108002718322,1
P00534,2023-02-27,258,20,63.67472907474297,0
P00535,2023-04-06,319,32,70.45391458365069,0
P00536,2023-01-01,259,26,83.45651376767113,0
P00537,2023-03-10,412,29,73.23762049987972,1
P00538,2023-01-04,279,26,76.48121314339103,0
P00539,2023-01-16,178,30,71.43871637160179,1
P00540,2023-01-24,298,40,85.87904274305822,0
P00541,2023-03-21,296,33,80.210311566142,0
P00542,2023-01-02,355,35,76.62855481784001,1
P00543,2023-04-02,314,29,63.56866998803742,1
P00544,2023-02-01,258,27,76.19839415131044,0
P00545,2023-04-01,285,26,102.81871805379245,1
P00546,2023-03-25,316,38,82.95267286499315,1
P00547,2023-01-24,191,31,67.60657216367514,1
P00548,2023-01-12,366,29,93.52459890213396,1
P00549,2023-02-19,258,26,67.16606378542714,0
P00550,2023-02-04,370,32,82.14304040711016,0
P00551,2023-02-02,319,27,74.53800169248736,1
P00552,2023-02-02,331,30,76.82129086312226,0
P00553,2023-03-02,357,25,77.18829718159773,0
P00554,2023-02-20,328,37,72.52431573588404,0
P00555,2023-02-12,333,28,71.10660292328342,1
P00556,2023-01-12,291,27,61.83165915436837,0
P00557,2023-03-08,318,31,63.74980969789464,0
P00558,2023-03-06,270,26,78.33963699278218,0
